Date,Time,Open,High,Low,Close,Volume
20201102,00:00:00,0.65973,0.66003,0.65971,0.65984,589750016
20201102,00:05:00,0.65985,0.65991,0.65971,0.65974,536711008
20201102,00:10:00,0.65975,0.65984,0.65951,0.65957,546249984
20201102,00:15:00,0.65956,0.65980,0.65955,0.65972,254500000
20201102,00:20:00,0.65972,0.65982,0.65964,0.65971,331249984
20201102,00:25:00,0.65973,0.65991,0.65951,0.65988,229500000
20201102,00:30:00,0.65989,0.65997,0.65949,0.65960,244900992
20201102,00:35:00,0.65961,0.65968,0.65940,0.65948,261650000
20201102,00:40:00,0.65948,0.65955,0.65940,0.65955,287249984
20201102,00:45:00,0.65954,0.65954,0.65907,0.65913,476232992
20201102,00:50:00,0.65912,0.65925,0.65910,0.65915,279000000
20201102,00:55:00,0.65914,0.65939,0.65912,0.65934,236524992
20201102,01:00:00,0.65933,0.65970,0.65917,0.65964,386000000
20201102,01:05:00,0.65963,0.66014,0.65963,0.66013,502000000
20201102,01:10:00,0.66013,0.66087,0.66013,0.66075,792000000
20201102,01:15:00,0.66074,0.66087,0.66062,0.66071,487000000
20201102,01:20:00,0.66071,0.66093,0.66051,0.66051,694129984
20201102,01:25:00,0.66051,0.66062,0.66016,0.66017,464024992
20201102,01:30:00,0.66017,0.66037,0.66007,0.66021,351500000
20201102,01:35:00,0.66022,0.66066,0.66021,0.66064,304000000
20201102,01:40:00,0.66063,0.66065,0.66021,0.66030,238000000
20201102,01:45:00,0.66029,0.66101,0.66026,0.66089,462249984
20201102,01:50:00,0.66089,0.66105,0.66074,0.66102,360500000
20201102,01:55:00,0.66102,0.66103,0.66061,0.66064,361500000
20201102,02:00:00,0.66063,0.66077,0.66056,0.66063,412000000
20201102,02:05:00,0.66061,0.66094,0.66061,0.66083,463249984
20201102,02:10:00,0.66082,0.66083,0.66033,0.66040,505500000
20201102,02:15:00,0.66039,0.66054,0.66007,0.66011,463500000
20201102,02:20:00,0.66011,0.66052,0.66010,0.66043,352500000
20201102,02:25:00,0.66042,0.66073,0.66031,0.66072,239556000
20201102,02:30:00,0.66072,0.66086,0.66061,0.66086,357000000
20201102,02:35:00,0.66086,0.66094,0.66071,0.66092,204250000
